Train Epoch: 1 [0/100000]		Loss: 0.1871 (0.1871) 	Acc: 58.33% (58.33%) 	Emb_Norm: 17.06 (17.06)
Train Epoch: 1 [2400/100000]	Loss: 0.2102 (0.2007) 	Acc: 45.83% (51.82%) 	Emb_Norm: 4.33 (5.45)
Train Epoch: 5 [52800/100000]	Loss: 0.1210 (0.0666) 	Acc: 70.83% (86.74%) 	Emb_Norm: 4.05 (4.59)
Train Epoch: 5 [55200/100000]	Loss: 0.1223 (0.0663) 	Acc: 75.00% (86.80%) 	Emb_Norm: 3.43 (4.58)
Train Epoch: 5 [57600/100000]	Loss: 0.0525 (0.0662) 	Acc: 91.67% (86.82%) 	Emb_Norm: 4.21 (4.58)
Train Epoch: 5 [60000/100000]	Loss: 0.0719 (0.0663) 	Acc: 83.33% (86.79%) 	Emb_Norm: 4.11 (4.57)
Train Epoch: 5 [62400/100000]	Loss: 0.0967 (0.0664) 	Acc: 83.33% (86.75%) 	Emb_Norm: 4.56 (4.58)
Train Epoch: 5 [64800/100000]	Loss: 0.0172 (0.0666) 	Acc: 100.00% (86.71%) 	Emb_Norm: 4.35 (4.58)
Train Epoch: 5 [67200/100000]	Loss: 0.0655 (0.0664) 	Acc: 95.83% (86.77%) 	Emb_Norm: 5.59 (4.57)
Train Epoch: 5 [69600/100000]	Loss: 0.0636 (0.0663) 	Acc: 83.33% (86.79%) 	Emb_Norm: 4.47 (4.57)
Train Epoch: 5 [72000/100000]	Loss: 0.1028 (0.0665) 	Acc: 79.17% (86.74%) 	Emb_Norm: 4.21 (4.58)
Train Epoch: 5 [74400/100000]	Loss: 0.0463 (0.0664) 	Acc: 83.33% (86.76%) 	Emb_Norm: 3.89 (4.56)
Train Epoch: 5 [76800/100000]	Loss: 0.0628 (0.0661) 	Acc: 87.50% (86.80%) 	Emb_Norm: 3.95 (4.56)
Train Epoch: 5 [79200/100000]	Loss: 0.1022 (0.0661) 	Acc: 79.17% (86.81%) 	Emb_Norm: 3.97 (4.56)
Train Epoch: 5 [81600/100000]	Loss: 0.0672 (0.0659) 	Acc: 83.33% (86.85%) 	Emb_Norm: 3.72 (4.56)
Train Epoch: 5 [84000/100000]	Loss: 0.0013 (0.0658) 	Acc: 100.00% (86.90%) 	Emb_Norm: 4.67 (4.55)
Train Epoch: 5 [86400/100000]	Loss: 0.0708 (0.0656) 	Acc: 87.50% (86.93%) 	Emb_Norm: 3.63 (4.54)
Train Epoch: 5 [88800/100000]	Loss: 0.0155 (0.0657) 	Acc: 95.83% (86.93%) 	Emb_Norm: 4.68 (4.54)
Train Epoch: 5 [91200/100000]	Loss: 0.0548 (0.0656) 	Acc: 91.67% (86.95%) 	Emb_Norm: 4.38 (4.53)
Train Epoch: 5 [93600/100000]	Loss: 0.0801 (0.0654) 	Acc: 83.33% (86.97%) 	Emb_Norm: 3.90 (4.53)
Train Epoch: 5 [96000/100000]	Loss: 0.0840 (0.0655) 	Acc: 79.17% (86.93%) 	Emb_Norm: 4.60 (4.53)
Train Epoch: 5 [98400/100000]	Loss: 0.0332 (0.0655) 	Acc: 95.83% (86.93%) 	Emb_Norm: 3.94 (4.53)

Test set: Average loss: 0.0895, Accuracy: 81.20%

Train Epoch: 6 [0/100000]	Loss: 0.0649 (0.0649) 	Acc: 95.83% (95.83%) 	Emb_Norm: 4.63 (4.63)
Train Epoch: 6 [2400/100000]	Loss: 0.0849 (0.0582) 	Acc: 83.33% (88.37%) 	Emb_Norm: 4.31 (4.55)
Train Epoch: 6 [4800/100000]	Loss: 0.0681 (0.0568) 	Acc: 95.83% (88.60%) 	Emb_Norm: 4.55 (4.46)
Train Epoch: 6 [7200/100000]	Loss: 0.0968 (0.0585) 	Acc: 79.17% (88.19%) 	Emb_Norm: 3.98 (4.44)
Train Epoch: 6 [9600/100000]	Loss: 0.0000 (0.0589) 	Acc: 100.00% (88.00%) 	Emb_Norm: 4.55 (4.42)
Train Epoch: 6 [12000/100000]	Loss: 0.0428 (0.0592) 	Acc: 95.83% (88.04%) 	Emb_Norm: 4.33 (4.44)
Train Epoch: 6 [14400/100000]	Loss: 0.0571 (0.0615) 	Acc: 100.00% (87.49%) 	Emb_Norm: 4.50 (4.41)
Train Epoch: 6 [16800/100000]	Loss: 0.0000 (0.0614) 	Acc: 100.00% (87.52%) 	Emb_Norm: 3.62 (4.37)
Train Epoch: 6 [19200/100000]	Loss: 0.0333 (0.0610) 	Acc: 100.00% (87.77%) 	Emb_Norm: 5.36 (4.40)
Train Epoch: 6 [21600/100000]	Loss: 0.0363 (0.0611) 	Acc: 91.67% (87.67%) 	Emb_Norm: 4.43 (4.39)
Train Epoch: 6 [24000/100000]	Loss: 0.0552 (0.0619) 	Acc: 91.67% (87.56%) 	Emb_Norm: 3.83 (4.40)
Train Epoch: 6 [26400/100000]	Loss: 0.1059 (0.0620) 	Acc: 79.17% (87.54%) 	Emb_Norm: 3.85 (4.39)
Train Epoch: 6 [28800/100000]	Loss: 0.2108 (0.0618) 	Acc: 62.50% (87.62%) 	Emb_Norm: 3.64 (4.40)
Train Epoch: 6 [31200/100000]	Loss: 0.0000 (0.0617) 	Acc: 100.00% (87.66%) 	Emb_Norm: 4.73 (4.40)
Train Epoch: 6 [33600/100000]	Loss: 0.0190 (0.0613) 	Acc: 95.83% (87.74%) 	Emb_Norm: 4.83 (4.41)
Train Epoch: 6 [36000/100000]	Loss: 0.0135 (0.0616) 	Acc: 95.83% (87.72%) 	Emb_Norm: 4.32 (4.39)
Train Epoch: 6 [38400/100000]	Loss: 0.1547 (0.0616) 	Acc: 58.33% (87.75%) 	Emb_Norm: 4.47 (4.40)
Train Epoch: 6 [40800/100000]	Loss: 0.0642 (0.0613) 	Acc: 79.17% (87.81%) 	Emb_Norm: 4.42 (4.39)
Train Epoch: 6 [43200/100000]	Loss: 0.0991 (0.0614) 	Acc: 79.17% (87.81%) 	Emb_Norm: 4.22 (4.39)
Train Epoch: 6 [45600/100000]	Loss: 0.0861 (0.0612) 	Acc: 83.33% (87.84%) 	Emb_Norm: 3.58 (4.38)
Train Epoch: 6 [48000/100000]	Loss: 0.0000 (0.0613) 	Acc: 100.00% (87.80%) 	Emb_Norm: 5.68 (4.39)
Train Epoch: 6 [50400/100000]	Loss: 0.1147 (0.0610) 	Acc: 75.00% (87.85%) 	Emb_Norm: 3.77 (4.39)
Train Epoch: 6 [52800/100000]	Loss: 0.0102 (0.0610) 	Acc: 100.00% (87.81%) 	Emb_Norm: 4.54 (4.39)
Train Epoch: 6 [55200/100000]	Loss: 0.0031 (0.0610) 	Acc: 100.00% (87.82%) 	Emb_Norm: 4.43 (4.38)
Train Epoch: 6 [57600/100000]	Loss: 0.0260 (0.0607) 	Acc: 100.00% (87.86%) 	Emb_Norm: 4.92 (4.37)
Train Epoch: 6 [60000/100000]	Loss: 0.0316 (0.0609) 	Acc: 95.83% (87.81%) 	Emb_Norm: 4.03 (4.37)
Train Epoch: 6 [62400/100000]	Loss: 0.0140 (0.0608) 	Acc: 100.00% (87.87%) 	Emb_Norm: 4.14 (4.37)
Train Epoch: 6 [64800/100000]	Loss: 0.0988 (0.0610) 	Acc: 83.33% (87.81%) 	Emb_Norm: 4.47 (4.36)
Train Epoch: 6 [67200/100000]	Loss: 0.0534 (0.0607) 	Acc: 91.67% (87.87%) 	Emb_Norm: 3.79 (4.36)
Train Epoch: 6 [69600/100000]	Loss: 0.0141 (0.0608) 	Acc: 100.00% (87.89%) 	Emb_Norm: 5.36 (4.36)
Train Epoch: 6 [72000/100000]	Loss: 0.0157 (0.0607) 	Acc: 95.83% (87.92%) 	Emb_Norm: 4.25 (4.36)
Train Epoch: 6 [74400/100000]	Loss: 0.1545 (0.0605) 	Acc: 62.50% (87.96%) 	Emb_Norm: 3.87 (4.35)
Train Epoch: 6 [76800/100000]	Loss: 0.0941 (0.0603) 	Acc: 83.33% (88.01%) 	Emb_Norm: 4.72 (4.36)
Train Epoch: 6 [79200/100000]	Loss: 0.0592 (0.0602) 	Acc: 95.83% (88.03%) 	Emb_Norm: 4.91 (4.35)
Train Epoch: 6 [81600/100000]	Loss: 0.0667 (0.0604) 	Acc: 87.50% (87.99%) 	Emb_Norm: 4.53 (4.36)
Train Epoch: 6 [84000/100000]	Loss: 0.0736 (0.0603) 	Acc: 83.33% (88.00%) 	Emb_Norm: 4.38 (4.35)
Train Epoch: 6 [86400/100000]	Loss: 0.0350 (0.0605) 	Acc: 91.67% (87.95%) 	Emb_Norm: 4.98 (4.36)
Train Epoch: 6 [88800/100000]	Loss: 0.0046 (0.0604) 	Acc: 100.00% (87.98%) 	Emb_Norm: 4.67 (4.36)
Train Epoch: 6 [91200/100000]	Loss: 0.0819 (0.0604) 	Acc: 83.33% (88.00%) 	Emb_Norm: 4.72 (4.35)
Train Epoch: 6 [93600/100000]	Loss: 0.0009 (0.0603) 	Acc: 100.00% (88.03%) 	Emb_Norm: 4.37 (4.35)
Train Epoch: 6 [96000/100000]	Loss: 0.3207 (0.0602) 	Acc: 33.33% (88.05%) 	Emb_Norm: 3.25 (4.34)
Train Epoch: 6 [98400/100000]	Loss: 0.0366 (0.0602) 	Acc: 87.50% (88.07%) 	Emb_Norm: 4.12 (4.34)

Test set: Average loss: 0.0891, Accuracy: 82.58%

Train Epoch: 7 [0/100000]	Loss: 0.1093 (0.1093) 	Acc: 79.17% (79.17%) 	Emb_Norm: 3.94 (3.94)
Train Epoch: 7 [2400/100000]	Loss: 0.0766 (0.0526) 	Acc: 83.33% (89.40%) 	Emb_Norm: 3.93 (4.09)
Train Epoch: 7 [4800/100000]	Loss: 0.0110 (0.0554) 	Acc: 95.83% (89.22%) 	Emb_Norm: 4.73 (4.23)
Train Epoch: 7 [7200/100000]	Loss: 0.0554 (0.0565) 	Acc: 87.50% (88.79%) 	Emb_Norm: 3.91 (4.26)
Train Epoch: 7 [9600/100000]	Loss: 0.0670 (0.0575) 	Acc: 87.50% (88.52%) 	Emb_Norm: 4.55 (4.24)
Train Epoch: 7 [12000/100000]	Loss: 0.0074 (0.0573) 	Acc: 100.00% (88.74%) 	Emb_Norm: 4.79 (4.28)
Train Epoch: 7 [14400/100000]	Loss: 0.0161 (0.0568) 	Acc: 100.00% (88.85%) 	Emb_Norm: 3.90 (4.26)
Train Epoch: 7 [16800/100000]	Loss: 0.0472 (0.0566) 	Acc: 95.83% (88.92%) 	Emb_Norm: 4.74 (4.27)
Train Epoch: 7 [19200/100000]	Loss: 0.0665 (0.0555) 	Acc: 83.33% (89.18%) 	Emb_Norm: 3.28 (4.23)
Train Epoch: 7 [21600/100000]	Loss: 0.1454 (0.0554) 	Acc: 66.67% (89.18%) 	Emb_Norm: 3.96 (4.21)
Train Epoch: 7 [24000/100000]	Loss: 0.0206 (0.0561) 	Acc: 95.83% (89.03%) 	Emb_Norm: 3.74 (4.21)
Train Epoch: 7 [26400/100000]	Loss: 0.1436 (0.0568) 	Acc: 66.67% (88.92%) 	Emb_Norm: 4.14 (4.20)
Train Epoch: 7 [28800/100000]	Loss: 0.0932 (0.0568) 	Acc: 79.17% (88.91%) 	Emb_Norm: 5.23 (4.21)
Train Epoch: 7 [31200/100000]	Loss: 0.0977 (0.0562) 	Acc: 83.33% (89.04%) 	Emb_Norm: 4.17 (4.18)
Train Epoch: 7 [33600/100000]	Loss: 0.0414 (0.0561) 	Acc: 95.83% (89.09%) 	Emb_Norm: 3.70 (4.17)
Train Epoch: 7 [36000/100000]	Loss: 0.0364 (0.0566) 	Acc: 95.83% (89.01%) 	Emb_Norm: 3.38 (4.19)
Train Epoch: 7 [38400/100000]	Loss: 0.0456 (0.0563) 	Acc: 91.67% (89.06%) 	Emb_Norm: 4.52 (4.17)
Train Epoch: 7 [40800/100000]	Loss: 0.0062 (0.0567) 	Acc: 100.00% (88.97%) 	Emb_Norm: 4.45 (4.18)
Train Epoch: 7 [43200/100000]	Loss: 0.0698 (0.0566) 	Acc: 91.67% (88.99%) 	Emb_Norm: 4.15 (4.17)
Train Epoch: 7 [45600/100000]	Loss: 0.0301 (0.0568) 	Acc: 95.83% (88.94%) 	Emb_Norm: 3.11 (4.16)
Train Epoch: 7 [48000/100000]	Loss: 0.0558 (0.0569) 	Acc: 91.67% (88.88%) 	Emb_Norm: 4.62 (4.16)
Train Epoch: 7 [50400/100000]	Loss: 0.0593 (0.0567) 	Acc: 87.50% (88.95%) 	Emb_Norm: 3.84 (4.16)
Train Epoch: 7 [52800/100000]	Loss: 0.1157 (0.0566) 	Acc: 75.00% (88.97%) 	Emb_Norm: 4.05 (4.16)
Train Epoch: 7 [55200/100000]	Loss: 0.0654 (0.0568) 	Acc: 83.33% (88.92%) 	Emb_Norm: 3.72 (4.15)
Train Epoch: 7 [57600/100000]	Loss: 0.0163 (0.0569) 	Acc: 95.83% (88.91%) 	Emb_Norm: 3.38 (4.15)
Train Epoch: 7 [60000/100000]	Loss: 0.0259 (0.0567) 	Acc: 95.83% (88.95%) 	Emb_Norm: 4.12 (4.14)
Train Epoch: 7 [62400/100000]	Loss: 0.0699 (0.0567) 	Acc: 87.50% (88.96%) 	Emb_Norm: 3.50 (4.13)
Train Epoch: 7 [64800/100000]	Loss: 0.0323 (0.0568) 	Acc: 95.83% (88.93%) 	Emb_Norm: 4.06 (4.13)
Train Epoch: 7 [67200/100000]	Loss: 0.0940 (0.0567) 	Acc: 87.50% (88.96%) 	Emb_Norm: 4.48 (4.12)
Train Epoch: 7 [69600/100000]	Loss: 0.0191 (0.0567) 	Acc: 100.00% (88.95%) 	Emb_Norm: 4.00 (4.12)
Train Epoch: 7 [72000/100000]	Loss: 0.0029 (0.0569) 	Acc: 100.00% (88.91%) 	Emb_Norm: 4.92 (4.12)
Train Epoch: 7 [74400/100000]	Loss: 0.1353 (0.0567) 	Acc: 66.67% (88.94%) 	Emb_Norm: 3.25 (4.12)
Train Epoch: 7 [76800/100000]	Loss: 0.0115 (0.0569) 	Acc: 100.00% (88.93%) 	Emb_Norm: 5.60 (4.13)
Train Epoch: 7 [79200/100000]	Loss: 0.0698 (0.0569) 	Acc: 83.33% (88.92%) 	Emb_Norm: 4.08 (4.13)
Train Epoch: 7 [81600/100000]	Loss: 0.0355 (0.0567) 	Acc: 91.67% (88.97%) 	Emb_Norm: 3.72 (4.12)
Train Epoch: 7 [84000/100000]	Loss: 0.0718 (0.0569) 	Acc: 83.33% (88.92%) 	Emb_Norm: 3.29 (4.11)
Train Epoch: 7 [86400/100000]	Loss: 0.1533 (0.0569) 	Acc: 58.33% (88.92%) 	Emb_Norm: 3.25 (4.11)
Train Epoch: 7 [88800/100000]	Loss: 0.0207 (0.0569) 	Acc: 95.83% (88.93%) 	Emb_Norm: 3.30 (4.10)
Train Epoch: 7 [91200/100000]	Loss: 0.0797 (0.0569) 	Acc: 83.33% (88.93%) 	Emb_Norm: 3.29 (4.10)
Train Epoch: 7 [93600/100000]	Loss: 0.0279 (0.0569) 	Acc: 95.83% (88.93%) 	Emb_Norm: 3.42 (4.10)
Train Epoch: 7 [96000/100000]	Loss: 0.0132 (0.0568) 	Acc: 100.00% (88.95%) 	Emb_Norm: 3.60 (4.09)
Train Epoch: 7 [98400/100000]	Loss: 0.1468 (0.0567) 	Acc: 62.50% (88.95%) 	Emb_Norm: 4.33 (4.09)

Test set: Average loss: 0.0975, Accuracy: 79.28%

Train Epoch: 8 [0/100000]	Loss: 0.0878 (0.0878) 	Acc: 75.00% (75.00%) 	Emb_Norm: 3.52 (3.52)
Train Epoch: 8 [2400/100000]	Loss: 0.0089 (0.0518) 	Acc: 100.00% (89.77%) 	Emb_Norm: 4.05 (4.01)
Train Epoch: 8 [4800/100000]	Loss: 0.0123 (0.0479) 	Acc: 100.00% (90.55%) 	Emb_Norm: 4.19 (3.82)
Train Epoch: 8 [7200/100000]	Loss: 0.0954 (0.0505) 	Acc: 70.83% (89.84%) 	Emb_Norm: 3.46 (3.81)
Train Epoch: 8 [9600/100000]	Loss: 0.1099 (0.0519) 	Acc: 75.00% (89.69%) 	Emb_Norm: 3.61 (3.81)
Train Epoch: 8 [12000/100000]	Loss: 0.1009 (0.0530) 	Acc: 75.00% (89.58%) 	Emb_Norm: 3.67 (3.88)
Train Epoch: 8 [14400/100000]	Loss: 0.0484 (0.0528) 	Acc: 91.67% (89.61%) 	Emb_Norm: 3.62 (3.90)
Train Epoch: 8 [16800/100000]	Loss: 0.0374 (0.0527) 	Acc: 91.67% (89.62%) 	Emb_Norm: 2.92 (3.87)
Train Epoch: 8 [19200/100000]	Loss: 0.0954 (0.0535) 	Acc: 75.00% (89.48%) 	Emb_Norm: 3.51 (3.86)
Train Epoch: 8 [21600/100000]	Loss: 0.0362 (0.0528) 	Acc: 100.00% (89.69%) 	Emb_Norm: 3.55 (3.86)
Train Epoch: 8 [24000/100000]	Loss: 0.1187 (0.0528) 	Acc: 75.00% (89.65%) 	Emb_Norm: 4.58 (3.87)
Train Epoch: 8 [26400/100000]	Loss: 0.0448 (0.0527) 	Acc: 100.00% (89.75%) 	Emb_Norm: 3.14 (3.88)
Train Epoch: 8 [28800/100000]	Loss: 0.1054 (0.0523) 	Acc: 75.00% (89.81%) 	Emb_Norm: 4.39 (3.88)
Train Epoch: 8 [31200/100000]	Loss: 0.0000 (0.0525) 	Acc: 100.00% (89.80%) 	Emb_Norm: 3.54 (3.91)
Train Epoch: 8 [33600/100000]	Loss: 0.0058 (0.0526) 	Acc: 100.00% (89.78%) 	Emb_Norm: 3.50 (3.90)
Train Epoch: 8 [36000/100000]	Loss: 0.0262 (0.0529) 	Acc: 95.83% (89.71%) 	Emb_Norm: 4.14 (3.90)
Train Epoch: 8 [38400/100000]	Loss: 0.0748 (0.0532) 	Acc: 79.17% (89.60%) 	Emb_Norm: 3.70 (3.90)
Train Epoch: 8 [40800/100000]	Loss: 0.0817 (0.0533) 	Acc: 79.17% (89.56%) 	Emb_Norm: 3.91 (3.91)
Train Epoch: 8 [43200/100000]	Loss: 0.0337 (0.0531) 	Acc: 91.67% (89.62%) 	Emb_Norm: 4.27 (3.90)
Train Epoch: 8 [45600/100000]	Loss: 0.0728 (0.0528) 	Acc: 91.67% (89.71%) 	Emb_Norm: 3.26 (3.89)
Train Epoch: 8 [48000/100000]	Loss: 0.1004 (0.0528) 	Acc: 83.33% (89.71%) 	Emb_Norm: 3.69 (3.89)
Train Epoch: 8 [50400/100000]	Loss: 0.0080 (0.0531) 	Acc: 100.00% (89.64%) 	Emb_Norm: 4.01 (3.88)
Train Epoch: 8 [52800/100000]	Loss: 0.0699 (0.0531) 	Acc: 87.50% (89.68%) 	Emb_Norm: 3.88 (3.89)
Train Epoch: 8 [55200/100000]	Loss: 0.0624 (0.0531) 	Acc: 87.50% (89.68%) 	Emb_Norm: 3.65 (3.89)
Train Epoch: 8 [57600/100000]	Loss: 0.0893 (0.0532) 	Acc: 79.17% (89.66%) 	Emb_Norm: 3.74 (3.89)
Train Epoch: 8 [60000/100000]	Loss: 0.0474 (0.0531) 	Acc: 91.67% (89.69%) 	Emb_Norm: 2.91 (3.88)
Train Epoch: 8 [62400/100000]	Loss: 0.0483 (0.0531) 	Acc: 91.67% (89.67%) 	Emb_Norm: 5.10 (3.89)
Train Epoch: 8 [64800/100000]	Loss: 0.0448 (0.0531) 	Acc: 91.67% (89.66%) 	Emb_Norm: 3.94 (3.90)
Train Epoch: 8 [67200/100000]	Loss: 0.0672 (0.0528) 	Acc: 91.67% (89.73%) 	Emb_Norm: 4.17 (3.90)
Train Epoch: 8 [69600/100000]	Loss: 0.0053 (0.0528) 	Acc: 100.00% (89.75%) 	Emb_Norm: 4.04 (3.89)
Train Epoch: 8 [72000/100000]	Loss: 0.0002 (0.0530) 	Acc: 100.00% (89.69%) 	Emb_Norm: 4.17 (3.90)
Train Epoch: 8 [74400/100000]	Loss: 0.0944 (0.0530) 	Acc: 83.33% (89.70%) 	Emb_Norm: 3.70 (3.90)
Train Epoch: 8 [76800/100000]	Loss: 0.0001 (0.0530) 	Acc: 100.00% (89.71%) 	Emb_Norm: 3.89 (3.89)
Train Epoch: 8 [79200/100000]	Loss: 0.1740 (0.0530) 	Acc: 54.17% (89.69%) 	Emb_Norm: 3.82 (3.89)
Train Epoch: 8 [81600/100000]	Loss: 0.0793 (0.0533) 	Acc: 79.17% (89.63%) 	Emb_Norm: 3.59 (3.89)
Train Epoch: 8 [84000/100000]	Loss: 0.0956 (0.0533) 	Acc: 79.17% (89.63%) 	Emb_Norm: 3.56 (3.89)
Train Epoch: 8 [86400/100000]	Loss: 0.0583 (0.0533) 	Acc: 91.67% (89.61%) 	Emb_Norm: 3.83 (3.88)
Train Epoch: 8 [88800/100000]	Loss: 0.0369 (0.0532) 	Acc: 95.83% (89.64%) 	Emb_Norm: 3.20 (3.88)
Train Epoch: 8 [91200/100000]	Loss: 0.0022 (0.0532) 	Acc: 100.00% (89.66%) 	Emb_Norm: 4.15 (3.88)
Train Epoch: 8 [93600/100000]	Loss: 0.0540 (0.0533) 	Acc: 87.50% (89.64%) 	Emb_Norm: 4.19 (3.87)
Train Epoch: 8 [96000/100000]	Loss: 0.0066 (0.0534) 	Acc: 100.00% (89.63%) 	Emb_Norm: 3.88 (3.87)
Train Epoch: 8 [98400/100000]	Loss: 0.0002 (0.0533) 	Acc: 100.00% (89.65%) 	Emb_Norm: 3.92 (3.87)

Test set: Average loss: 0.0823, Accuracy: 83.65%

Train Epoch: 9 [0/100000]	Loss: 0.0435 (0.0435) 	Acc: 95.83% (95.83%) 	Emb_Norm: 4.33 (4.33)
Train Epoch: 9 [2400/100000]	Loss: 0.0046 (0.0567) 	Acc: 100.00% (88.53%) 	Emb_Norm: 3.58 (3.58)
Train Epoch: 9 [4800/100000]	Loss: 0.0584 (0.0563) 	Acc: 100.00% (88.56%) 	Emb_Norm: 3.52 (3.63)
Train Epoch: 9 [7200/100000]	Loss: 0.0498 (0.0554) 	Acc: 95.83% (88.91%) 	Emb_Norm: 3.68 (3.67)
Train Epoch: 9 [9600/100000]	Loss: 0.2099 (0.0555) 	Acc: 50.00% (88.97%) 	Emb_Norm: 3.03 (3.63)
Train Epoch: 9 [12000/100000]	Loss: 0.0000 (0.0554) 	Acc: 100.00% (88.95%) 	Emb_Norm: 3.73 (3.63)
Train Epoch: 9 [14400/100000]	Loss: 0.0000 (0.0542) 	Acc: 100.00% (89.23%) 	Emb_Norm: 3.55 (3.66)
Train Epoch: 9 [16800/100000]	Loss: 0.0289 (0.0539) 	Acc: 91.67% (89.36%) 	Emb_Norm: 3.33 (3.64)
Train Epoch: 9 [19200/100000]	Loss: 0.0299 (0.0529) 	Acc: 91.67% (89.65%) 	Emb_Norm: 3.31 (3.63)
Train Epoch: 9 [21600/100000]	Loss: 0.0916 (0.0530) 	Acc: 83.33% (89.63%) 	Emb_Norm: 3.38 (3.60)
Train Epoch: 9 [24000/100000]	Loss: 0.0290 (0.0524) 	Acc: 95.83% (89.74%) 	Emb_Norm: 3.56 (3.60)
Train Epoch: 9 [26400/100000]	Loss: 0.0271 (0.0520) 	Acc: 91.67% (89.88%) 	Emb_Norm: 3.24 (3.63)
Train Epoch: 9 [28800/100000]	Loss: 0.0219 (0.0513) 	Acc: 95.83% (90.03%) 	Emb_Norm: 3.55 (3.63)
Train Epoch: 9 [31200/100000]	Loss: 0.0000 (0.0510) 	Acc: 100.00% (90.14%) 	Emb_Norm: 3.21 (3.62)
Train Epoch: 9 [33600/100000]	Loss: 0.0054 (0.0505) 	Acc: 100.00% (90.27%) 	Emb_Norm: 3.89 (3.64)
Train Epoch: 9 [36000/100000]	Loss: 0.0629 (0.0499) 	Acc: 87.50% (90.43%) 	Emb_Norm: 4.03 (3.66)
Train Epoch: 9 [38400/100000]	Loss: 0.1608 (0.0498) 	Acc: 62.50% (90.47%) 	Emb_Norm: 3.97 (3.66)
Train Epoch: 9 [40800/100000]	Loss: 0.0021 (0.0500) 	Acc: 100.00% (90.44%) 	Emb_Norm: 4.07 (3.67)
Train Epoch: 9 [43200/100000]	Loss: 0.0000 (0.0500) 	Acc: 100.00% (90.44%) 	Emb_Norm: 4.12 (3.67)
Train Epoch: 9 [45600/100000]	Loss: 0.0227 (0.0503) 	Acc: 100.00% (90.38%) 	Emb_Norm: 3.93 (3.68)
Train Epoch: 9 [48000/100000]	Loss: 0.0629 (0.0506) 	Acc: 91.67% (90.29%) 	Emb_Norm: 4.33 (3.68)
Train Epoch: 9 [50400/100000]	Loss: 0.0235 (0.0506) 	Acc: 95.83% (90.29%) 	Emb_Norm: 4.45 (3.67)
Train Epoch: 9 [52800/100000]	Loss: 0.0745 (0.0505) 	Acc: 79.17% (90.33%) 	Emb_Norm: 3.31 (3.67)
Train Epoch: 9 [55200/100000]	Loss: 0.0615 (0.0509) 	Acc: 91.67% (90.26%) 	Emb_Norm: 3.09 (3.68)
Train Epoch: 9 [57600/100000]	Loss: 0.0809 (0.0507) 	Acc: 83.33% (90.33%) 	Emb_Norm: 3.54 (3.67)
Train Epoch: 9 [60000/100000]	Loss: 0.0020 (0.0505) 	Acc: 100.00% (90.37%) 	Emb_Norm: 4.55 (3.67)
Train Epoch: 9 [62400/100000]	Loss: 0.0151 (0.0506) 	Acc: 100.00% (90.36%) 	Emb_Norm: 4.31 (3.67)
Train Epoch: 9 [64800/100000]	Loss: 0.0052 (0.0505) 	Acc: 100.00% (90.38%) 	Emb_Norm: 3.65 (3.67)
Train Epoch: 9 [67200/100000]	Loss: 0.0021 (0.0504) 	Acc: 100.00% (90.39%) 	Emb_Norm: 3.37 (3.66)
Train Epoch: 9 [69600/100000]	Loss: 0.0503 (0.0504) 	Acc: 95.83% (90.40%) 	Emb_Norm: 3.33 (3.65)
Train Epoch: 9 [72000/100000]	Loss: 0.0040 (0.0503) 	Acc: 100.00% (90.41%) 	Emb_Norm: 3.39 (3.64)
Train Epoch: 9 [74400/100000]	Loss: 0.0000 (0.0503) 	Acc: 100.00% (90.42%) 	Emb_Norm: 3.54 (3.64)
Train Epoch: 9 [76800/100000]	Loss: 0.0216 (0.0502) 	Acc: 95.83% (90.43%) 	Emb_Norm: 3.43 (3.63)
Train Epoch: 9 [79200/100000]	Loss: 0.1244 (0.0502) 	Acc: 70.83% (90.42%) 	Emb_Norm: 3.87 (3.62)
Train Epoch: 9 [81600/100000]	Loss: 0.0429 (0.0502) 	Acc: 95.83% (90.43%) 	Emb_Norm: 3.30 (3.62)
Train Epoch: 9 [84000/100000]	Loss: 0.0477 (0.0502) 	Acc: 95.83% (90.41%) 	Emb_Norm: 4.83 (3.63)
Train Epoch: 9 [86400/100000]	Loss: 0.0000 (0.0502) 	Acc: 100.00% (90.44%) 	Emb_Norm: 3.59 (3.62)
Train Epoch: 9 [88800/100000]	Loss: 0.0138 (0.0502) 	Acc: 95.83% (90.43%) 	Emb_Norm: 3.93 (3.62)
Train Epoch: 9 [91200/100000]	Loss: 0.0056 (0.0502) 	Acc: 100.00% (90.43%) 	Emb_Norm: 3.93 (3.62)
Train Epoch: 9 [93600/100000]	Loss: 0.0157 (0.0503) 	Acc: 95.83% (90.45%) 	Emb_Norm: 2.96 (3.62)
Train Epoch: 9 [96000/100000]	Loss: 0.0401 (0.0502) 	Acc: 91.67% (90.44%) 	Emb_Norm: 3.43 (3.62)
Train Epoch: 9 [98400/100000]	Loss: 0.0807 (0.0501) 	Acc: 83.33% (90.46%) 	Emb_Norm: 3.26 (3.62)

Test set: Average loss: 0.0807, Accuracy: 84.61%

Train Epoch: 10 [0/100000]	Loss: 0.0648 (0.0648) 	Acc: 83.33% (83.33%) 	Emb_Norm: 4.14 (4.14)
Train Epoch: 10 [2400/100000]	Loss: 0.0134 (0.0471) 	Acc: 95.83% (91.30%) 	Emb_Norm: 3.29 (3.61)
